Hour;AC Production;DC to AC loss
6512;2,287;0,254
6513;3,868;0,430
6514;5,183;0,576
6515;6,119;0,680
6516;6,526;0,725
6517;6,331;0,703
6518;5,680;0,631
6519;4,533;0,504
6520;2,949;0,328
6521;1,177;0,131
6522;0;0
6523;0;0
6524;0;0
6525;0;0
6526;0;0
6527;0;0
6528;0;0
6529;0;0
6530;0;0
6531;0;0
6532;0;0
6533;0;0
6534;0,006;0,001
6535;0,089;0,010
6536;0,954;0,106
6537;1,299;0,144
6538;3,842;0,427
6539;4,942;0,549
6540;6,582;0,731
6541;5,173;0,575
6542;2,608;0,290
6543;2,870;0,319
6544;0,168;0,019
6545;0,056;0,006
6546;0;0
6547;0;0
6548;0;0
6549;0;0
6550;0;0
6551;0;0
6552;0;0
6553;0;0
6554;0;0
6555;0;0
6556;0;0
6557;0;0
6558;0,006;0,001
6559;0,563;0,063
6560;1,466;0,163
6561;2,088;0,232
6562;3,120;0,347
6563;3,696;0,411
6564;3,985;0,443
6565;3,850;0,428
6566;2,927;0,325
6567;2,363;0,263
6568;1,368;0,152
6569;0,418;0,046
6570;0;0
6571;0;0
6572;0;0
6573;0;0
6574;0;0
6575;0;0
6576;0;0
6577;0;0
6578;0;0
6579;0;0
6580;0;0
6581;0;0
6582;0,006;0,001
6583;0,476;0,053
6584;1,117;0,124
6585;1,944;0,216
6586;2,578;0,286
6587;2,923;0,325
6588;2,859;0,318
6589;2,709;0,301
6590;2,312;0,257
6591;1,610;0,179
6592;0,976;0,108
6593;0,345;0,038
6594;0;0
6595;0;0
6596;0;0
6597;0;0
6598;0;0
6599;0;0
6600;0;0
6601;0;0
6602;0;0
6603;0;0
6604;0;0
6605;0;0
6606;0,012;0,001
6607;0,116;0,013
6608;0,808;0,090
6609;1,854;0,206
6610;2,170;0,241
6611;3,983;0,443
6612;4,233;0,470
6613;2,608;0,290
6614;2,082;0,231
6615;2,281;0,253
6616;2,319;0,258
6617;1,011;0,112
6618;0;0
6619;0;0
6620;0;0
6621;0;0
6622;0;0
6623;0;0
6624;0;0
6625;0;0
6626;0;0
6627;0;0
6628;0;0
6629;0;0
6630;0,006;0,001
6631;0,572;0,064
6632;1,529;0,170
6633;2,670;0,297
6634;3,706;0,412
6635;4,283;0,476
6636;4,442;0,494
6637;3,968;0,441
6638;3,262;0,362
6639;2,351;0,261
6640;1,308;0,145
6641;0,380;0,042
6642;0;0
6643;0;0
6644;0;0
6645;0;0
6646;0;0
6647;0;0
6648;0;0
6649;0;0
6650;0;0
6651;0;0
6652;0;0
6653;0;0
6654;0,006;0,001
6655;0,601;0,067
6656;1,640;0,182
6657;2,764;0,307
6658;3,787;0,421
6659;4,573;0,508
6660;4,947;0,550
6661;4,597;0,511
6662;3,955;0,439
6663;3,109;0,345
6664;1,720;0,191
6665;0,162;0,018
6666;0;0
6667;0;0
6668;0;0
6669;0;0
6670;0;0
6671;0;0
6672;0;0
6673;0;0
6674;0;0
6675;0;0
6676;0;0
6677;0;0
6678;0,006;0,001
6679;0,586;0,065
6680;1,938;0,215
6681;3,383;0,376
6682;4,437;0,493
6683;5,198;0,578
6684;5,474;0,608
6685;5,376;0,597
6686;4,568;0,508
6687;3,664;0,407
6688;2,359;0,262
6689;0,178;0,020
6690;0;0
6691;0;0
6692;0;0
6693;0;0
6694;0;0
6695;0;0
6696;0;0
6697;0;0
6698;0;0
6699;0;0
6700;0;0
6701;0;0
6702;0,006;0,001
6703;0,129;0,014
6704;0,320;0,036
6705;0,519;0,058
6706;0,657;0,073
6707;0,797;0,089
6708;0,815;0,091
6709;0,702;0,078
6710;0,609;0,068
6711;0,444;0,049
6712;0,283;0,031
6713;0,033;0,004
6714;0;0
6715;0;0
6716;0;0
6717;0;0
6718;0;0
6719;0;0
6720;0;0
6721;0;0
6722;0;0
6723;0;0
6724;0;0
6725;0;0
6726;0,006;0,001
6727;0,529;0,059
6728;1,531;0,170
6729;2,660;0,296
6730;3,457;0,384
6731;3,781;0,420
6732;3,604;0,400
6733;3,406;0,378
6734;2,820;0,313
6735;2,127;0,236
6736;1,300;0,144
6737;0,112;0,012
6738;0;0
6739;0;0
6740;0;0
6741;0;0
6742;0;0
6743;0;0
6744;0;0
6745;0;0
6746;0;0
6747;0;0
6748;0;0
6749;0;0
6750;0;0
6751;0,105;0,012
6752;0,529;0,059
6753;0,329;0,037
6754;3,385;0,376
6755;4,534;0,504
6756;4,044;0,449
6757;2,962;0,329
6758;2,201;0,245
6759;1,391;0,155
6760;0,959;0,107
6761;0,151;0,017
6762;0;0
6763;0;0
6764;0;0
6765;0;0
6766;0;0
6767;0;0
6768;0;0
6769;0;0
6770;0;0
6771;0;0
6772;0;0
6773;0;0
6774;0;0
6775;0,481;0,053
6776;1,546;0,172
6777;2,709;0,301
6778;3,731;0,415
6779;4,704;0,523
6780;5,213;0,579
6781;5,211;0,579
6782;4,509;0,501
6783;3,474;0,386
6784;2,003;0,223
6785;0,104;0,012
6786;0;0
6787;0;0
6788;0;0
6789;0;0
6790;0;0
6791;0;0
6792;0;0
6793;0;0
6794;0;0
6795;0;0
6796;0;0
6797;0;0
6798;0;0
6799;0,488;0,054
6800;1,692;0,188
6801;2,979;0,331
6802;3,976;0,442
6803;4,514;0,502
6804;4,770;0,530
6805;4,697;0,522
6806;3,887;0,432
6807;3,198;0,355
6808;1,688;0,188
6809;0,064;0,007
6810;0;0
6811;0;0
6812;0;0
6813;0;0
6814;0;0
6815;0;0
6816;0;0
6817;0;0
6818;0;0
6819;0;0
6820;0;0
6821;0;0
6822;0;0
6823;0,121;0,013
6824;0,355;0,039
6825;0,563;0,063
6826;0,814;0,090
6827;0,916;0,102
6828;0,917;0,102
6829;0,943;0,105
6830;0,933;0,104
6831;0,643;0,071
6832;0,327;0,036
6833;0,019;0,002
6834;0;0
6835;0;0
6836;0;0
6837;0;0
6838;0;0
6839;0;0
6840;0;0
6841;0;0
6842;0;0
6843;0;0
6844;0;0
6845;0;0
6846;0;0
6847;0,487;0,054
6848;1,719;0,191
6849;3,189;0,354
6850;4,451;0,495
6851;5,280;0,587
6852;5,579;0,620
6853;5,343;0,594
6854;4,603;0,511
6855;3,320;0,369
6856;1,796;0,200
6857;0,056;0,006
6858;0;0
6859;0;0
6860;0;0
6861;0;0
6862;0;0
6863;0;0
6864;0;0
6865;0;0
6866;0;0
6867;0;0
6868;0;0
6869;0;0
6870;0;0
6871;0,455;0,051
6872;1,651;0,183
6873;3,113;0,346
6874;4,273;0,475
6875;5,044;0,560
6876;5,303;0,589
6877;5,136;0,571
6878;4,416;0,491
6879;3,316;0,368
6880;1,819;0,202
6881;0,057;0,006
6882;0;0
6883;0;0
6884;0;0
6885;0;0
6886;0;0
6887;0;0
6888;0;0
6889;0;0
6890;0;0
6891;0;0
6892;0;0
6893;0;0
6894;0;0
6895;0,066;0,007
6896;0,237;0,026
6897;0,399;0,044
6898;0,455;0,051
6899;0,519;0,058
6900;0,417;0,046
6901;3,955;0,439
6902;3,436;0,382
6903;2,527;0,281
6904;1,339;0,149
6905;0,041;0,005
6906;0;0
6907;0;0
6908;0;0
6909;0;0
6910;0;0
6911;0;0
6912;0;0
6913;0;0
6914;0;0
6915;0;0
6916;0;0
6917;0;0
6918;0;0
6919;0,098;0,011
6920;0,183;0,020
6921;0,316;0,035
6922;0,593;0,066
6923;0,668;0,074
6924;0,388;0,043
6925;4,078;0,453
6926;3,602;0,400
6927;2,052;0,228
6928;0,976;0,108
6929;0,034;0,004
6930;0;0
6931;0;0
6932;0;0
6933;0;0
6934;0;0
6935;0;0
6936;0;0
6937;0;0
6938;0;0
6939;0;0
6940;0;0
6941;0;0
6942;0;0
6943;0,073;0,008
6944;0,183;0,020
6945;0,369;0,041
6946;0,424;0,047
6947;0,387;0,043
6948;0,675;0,075
6949;4,060;0,451
6950;3,481;0,387
6951;2,416;0,268
6952;1,283;0,143
6953;0,034;0,004
6954;0;0
6955;0;0
6956;0;0
6957;0;0
6958;0;0
6959;0;0
6960;0;0
6961;0;0
6962;0;0
6963;0;0
6964;0;0
6965;0;0
6966;0;0
6967;0,438;0,049
6968;1,248;0,139
6969;2,436;0,271
6970;3,223;0,358
6971;4,339;0,482
6972;4,272;0,475
6973;4,318;0,480
6974;3,523;0,391
6975;2,867;0,319
6976;1,423;0,158
6977;0,041;0,005
6978;0;0
6979;0;0
6980;0;0
6981;0;0
6982;0;0
6983;0;0
6984;0;0
6985;0;0
6986;0;0
6987;0;0
6988;0;0
6989;0;0
6990;0;0
6991;0,405;0,045
6992;1,495;0,166
6993;2,968;0,330
6994;3,892;0,432
6995;4,746;0,527
6996;4,479;0,498
6997;3,887;0,432
6998;3,211;0,357
6999;2,375;0,264
7000;1,354;0,150
7001;0,019;0,002
7002;0;0
7003;0;0
7004;0;0
7005;0;0
7006;0;0
7007;0;0
7008;0;0
7009;0;0
7010;0;0
7011;0;0
7012;0;0
7013;0;0
7014;0;0
7015;0,395;0,044
7016;1,605;0,178
7017;3,053;0,339
7018;1,730;0,192
7019;1,778;0,198
7020;1,966;0,218
7021;4,805;0,534
7022;3,515;0,391
7023;1,796;0,200
7024;1,173;0,130
7025;0,033;0,004
7026;0;0
7027;0;0
7028;0;0
7029;0;0
7030;0;0
7031;0;0
7032;0;0
7033;0;0
7034;0;0
7035;0;0
7036;0;0
7037;0;0
7038;0;0
7039;0,133;0,015
7040;1,010;0,112
7041;1,916;0,213
7042;2,681;0,298
7043;2,991;0,332
7044;3,208;0,356
7045;3,029;0,337
7046;2,507;0,279
7047;1,641;0,182
7048;0,603;0,067
7049;0,006;0,001
7050;0;0
7051;0;0
7052;0;0
7053;0;0
7054;0;0
7055;0;0
7056;0;0
7057;0;0
7058;0;0
7059;0;0
7060;0;0
7061;0;0
7062;0;0
7063;0,034;0,004
7064;0,175;0,019
7065;0,299;0,033
7066;0,408;0,045
7067;0,454;0,050
7068;0,491;0,055
7069;0,408;0,045
7070;0,344;0,038
7071;0,245;0,027
7072;0,106;0,012
7073;0,006;0,001
7074;0;0
7075;0;0
7076;0;0
7077;0;0
7078;0;0
7079;0;0
7080;0;0
7081;0;0
7082;0;0
7083;0;0
7084;0;0
7085;0;0
7086;0;0
7087;0,074;0,008
7088;0,762;0,085
7089;1,377;0,153
7090;1,932;0,215
7091;2,501;0,278
7092;2,523;0,280
7093;2,252;0,250
7094;1,854;0,206
7095;1,133;0,126
7096;0,373;0,041
7097;0,006;0,001
7098;0;0
7099;0;0
7100;0;0
7101;0;0
7102;0;0
7103;0;0
7104;0;0
7105;0;0
7106;0;0
7107;0;0
7108;0;0
7109;0;0
7110;0;0
7111;0,099;0,011
7112;0,939;0,104
7113;1,686;0,187
7114;2,401;0,267
7115;2,672;0,297
7116;2,768;0,308
7117;2,718;0,302
7118;2,205;0,245
7119;1,398;0,155
7120;0,485;0,054
7121;0,006;0,001
7122;0;0
7123;0;0
7124;0;0
7125;0;0
7126;0;0
7127;0;0
7128;0;0
7129;0;0
7130;0;0
7131;0;0
7132;0;0
7133;0;0
7134;0;0
7135;0,027;0,003
7136;0,340;0,038
7137;0,313;0,035
7138;0,691;0,077
7139;0,623;0,069
7140;0,807;0,090
7141;4,060;0,451
7142;3,622;0,402
7143;2,805;0,312
7144;1,609;0,179
7145;0,012;0,001
7146;0;0
7147;0;0
7148;0;0
7149;0;0
7150;0;0
7151;0;0
7152;0;0
7153;0;0
7154;0;0
7155;0;0
7156;0;0
7157;0;0
7158;0;0
7159;0,050;0,006
7160;0,477;0,053
7161;0,656;0,073
7162;1,209;0,134
7163;1,756;0,195
7164;1,342;0,149
7165;1,545;0,172
7166;0,804;0,089
7167;0,454;0,050
7168;0,345;0,038
7169;0,006;0,001
7170;0;0
7171;0;0
7172;0;0
7173;0;0
7174;0;0
7175;0;0
7176;0;0
7177;0;0
7178;0;0
7179;0;0
7180;0;0
7181;0;0
7182;0;0
7183;0,083;0,009
7184;1,011;0,112
7185;2,054;0,228
7186;2,896;0,322
7187;3,428;0,381
7188;3,470;0,386
7189;3,489;0,388
7190;2,740;0,304
7191;1,663;0,185
7192;0,672;0,075
7193;0,006;0,001
7194;0;0
7195;0;0
7196;0;0
7197;0;0
7198;0;0
7199;0;0
7200;0;0
7201;0;0
7202;0;0
7203;0;0
7204;0;0
7205;0;0
7206;0;0
7207;0,092;0,010
7208;1,043;0,116
7209;2,244;0,249
7210;3,647;0,405
7211;4,160;0,462
7212;3,554;0,395
7213;3,328;0,370
7214;2,819;0,313
7215;2,451;0,272
7216;0,980;0,109
7217;0,006;0,001
7218;0;0
7219;0;0
7220;0;0
7221;0;0
7222;0;0
7223;0;0
7224;0;0
7225;0;0
7226;0;0
7227;0;0
7228;0;0
7229;0;0
7230;0;0
7231;0,043;0,005
7232;0,100;0,011
7233;0,531;0,059
7234;1,540;0,171
7235;1,544;0,172
7236;3,200;0,356
7237;2,749;0,305
7238;1,748;0,194
7239;1,097;0,122
7240;0,800;0,089
7241;0,012;0,001
7242;0;0
7243;0;0
7244;0;0
7245;0;0
7246;0;0
7247;0;0
7248;0;0
7249;0;0
7250;0;0
7251;0;0
7252;0;0
7253;0;0
7254;0;0
7255;0,067;0,007
7256;0,970;0,108
7257;2,453;0,273
7258;2,887;0,321
7259;3,676;0,408
7260;4,993;0,555
7261;4,087;0,454
7262;2,374;0,264
7263;0,654;0,073
7264;0,050;0,006
7265;0;0
7266;0;0
7267;0;0
7268;0;0
7269;0;0
7270;0;0
7271;0;0
7272;0;0
7273;0;0
7274;0;0
7275;0;0
7276;0;0
7277;0;0
7278;0;0
7279;0,020;0,002
7280;0,400;0,044
7281;0,893;0,099
7282;1,535;0,171
7283;1,974;0,219
7284;2,072;0,230
7285;1,943;0,216
7286;1,434;0,159
7287;0,838;0,093
7288;0,305;0,034
7289;0;0
7290;0;0
7291;0;0
7292;0;0
7293;0;0
7294;0;0
7295;0;0
7296;0;0
7297;0;0
7298;0;0
7299;0;0
7300;0;0
7301;0;0
7302;0;0
7303;0,060;0,007
7304;0,991;0,110
7305;2,320;0,258
7306;3,530;0,392
7307;4,244;0,472
7308;4,625;0,514
7309;4,420;0,491
7310;3,874;0,430
7311;2,582;0,287
7312;1,021;0,113
7313;0;0
7314;0;0
7315;0;0
7316;0;0
7317;0;0
7318;0;0
7319;0;0
7320;0;0
7321;0;0
7322;0;0
7323;0;0
7324;0;0
7325;0;0
7326;0;0
7327;0,094;0,010
7328;1,124;0,125
7329;2,967;0,330
7330;3,061;0,340
7331;3,069;0,341
7332;3,339;0,371
7333;2,912;0,324
7334;2,440;0,271
7335;1,289;0,143
7336;0,768;0,085
7337;0;0
7338;0;0
7339;0;0
7340;0;0
7341;0;0
7342;0;0
7343;0;0
7344;0;0
7345;0;0
7346;0;0
7347;0;0
7348;0;0
7349;0;0
7350;0;0
7351;0,013;0,001
7352;0,101;0,011
7353;1,258;0,140
7354;0,296;0,033
7355;0,343;0,038
7356;0,352;0,039
7357;3,764;0,418
7358;4,419;0,491
7359;2,977;0,331
7360;1,054;0,117
7361;0;0
7362;0;0
7363;0;0
7364;0;0
7365;0;0
7366;0;0
7367;0;0
7368;0;0
7369;0;0
7370;0;0
7371;0;0
7372;0;0
7373;0;0
7374;0;0
7375;0,036;0,004
7376;0,757;0,084
7377;1,831;0,203
7378;2,746;0,305
7379;3,349;0,372
7380;4,497;0,500
7381;4,019;0,447
7382;2,718;0,302
7383;1,970;0,219
7384;0,582;0,065
7385;0;0
7386;0;0
7387;0;0
7388;0;0
7389;0;0
7390;0;0
7391;0;0
7392;0;0
7393;0;0
7394;0;0
7395;0;0
7396;0;0
7397;0;0
7398;0;0
7399;0,013;0,001
7400;0,245;0,027
7401;0,538;0,060
7402;0,870;0,097
7403;1,068;0,119
7404;1,007;0,112
7405;0,837;0,093
7406;0,728;0,081
7407;0,457;0,051
7408;0,153;0,017
7409;0;0
7410;0;0
7411;0;0
7412;0;0
7413;0;0
7414;0;0
7415;0;0
7416;0;0
7417;0;0
7418;0;0
7419;0;0
7420;0;0
7421;0;0
7422;0;0
7423;0,012;0,001
7424;0,117;0,013
7425;0,267;0,030
7426;0,359;0,040
7427;0,433;0,048
7428;0,349;0,039
7429;3,354;0,373
7430;2,786;0,310
7431;1,844;0,205
7432;0,648;0,072
7433;0;0
7434;0;0
7435;0;0
7436;0;0
7437;0;0
7438;0;0
7439;0;0
7440;0;0
7441;0;0
7442;0;0
7443;0;0
7444;0;0
7445;0;0
7446;0;0
7447;0,020;0,002
7448;0,722;0,080
7449;1,556;0,173
7450;2,430;0,270
7451;2,598;0,289
7452;3,059;0,340
7453;2,698;0,300
7454;1,341;0,149
7455;0,477;0,053
7456;0,034;0,004
7457;0;0
7458;0;0
7459;0;0
7460;0;0
7461;0;0
7462;0;0
7463;0;0
7464;0;0
7465;0;0
7466;0;0
7467;0;0
7468;0;0
7469;0;0
7470;0;0
7471;0,006;0,001
7472;0,284;0,032
7473;0,640;0,071
7474;1,154;0,128
7475;1,406;0,156
7476;1,634;0,182
7477;1,880;0,209
7478;1,394;0,155
7479;0,875;0,097
7480;0,201;0,022
7481;0;0
7482;0;0
7483;0;0
7484;0;0
7485;0;0
7486;0;0
7487;0;0
7488;0;0
7489;0;0
7490;0;0
7491;0;0
7492;0;0
7493;0;0
7494;0;0
7495;0,006;0,001
7496;0,422;0,047
7497;0,850;0,094
7498;1,227;0,136
7499;1,581;0,176
7500;1,650;0,183
7501;1,457;0,162
7502;1,239;0,138
7503;0,684;0,076
7504;0,082;0,009
7505;0;0
7506;0;0
7507;0;0
7508;0;0
7509;0;0
7510;0;0
7511;0;0
7512;0;0
7513;0;0
7514;0;0
7515;0;0
7516;0;0
7517;0;0
7518;0;0
7519;0,027;0,003
7520;0,835;0,093
7521;1,492;0,166
7522;2,383;0,265
7523;2,344;0,260
7524;1,455;0,162
7525;3,128;0,348
7526;1,516;0,168
7527;0,479;0,053
7528;0,034;0,004
7529;0;0
7530;0;0
7531;0;0
7532;0;0
7533;0;0
7534;0;0
7535;0;0
7536;0;0
7537;0;0
7538;0;0
7539;0;0
7540;0;0
7541;0;0
7542;0;0
7543;0,020;0,002
7544;0,688;0,076
7545;2,004;0,223
7546;2,904;0,323
7547;3,503;0,389
7548;3,759;0,418
7549;3,704;0,412
7550;2,829;0,314
7551;1,476;0,164
7552;0,131;0,015
7553;0;0
7554;0;0
7555;0;0
7556;0;0
7557;0;0
7558;0;0
7559;0;0
7560;0;0
7561;0;0
7562;0;0
7563;0;0
7564;0;0
7565;0;0
7566;0;0
7567;0,012;0,001
7568;0,622;0,069
7569;1,942;0,216
7570;2,825;0,314
7571;3,790;0,421
7572;3,211;0,357
7573;2,141;0,238
7574;2,438;0,271
7575;0,675;0,075
7576;0,027;0,003
7577;0;0
7578;0;0
7579;0;0
7580;0;0
7581;0;0
7582;0;0
7583;0;0
7584;0;0
7585;0;0
7586;0;0
7587;0;0
7588;0;0
7589;0;0
7590;0;0
7591;0,034;0,004
7592;0,605;0,067
7593;2,176;0,242
7594;2,910;0,323
7595;0,332;0,037
7596;0,343;0,038
7597;2,396;0,266
7598;3,170;0,352
7599;2,463;0,274
7600;0,859;0,095
7601;0;0
7602;0;0
7603;0;0
7604;0;0
7605;0;0
7606;0;0
7607;0;0
7608;0;0
7609;0;0
7610;0;0
7611;0;0
7612;0;0
7613;0;0
7614;0;0
7615;0,006;0,001
7616;0,518;0,058
7617;1,279;0,142
7618;2,000;0,222
7619;2,518;0,280
7620;2,117;0,235
7621;2,050;0,228
7622;1,690;0,188
7623;1,087;0,121
7624;0,081;0,009
7625;0;0
7626;0;0
7627;0;0
7628;0;0
7629;0;0
7630;0;0
7631;0;0
7632;0;0
7633;0;0
7634;0;0
7635;0;0
7636;0;0
7637;0;0
7638;0;0
7639;0,006;0,001
7640;0,208;0,023
7641;0,507;0,056
7642;0,760;0,084
7643;0,873;0,097
7644;0,786;0,087
7645;0,757;0,084
7646;0,607;0,067
7647;0,376;0,042
7648;0,041;0,005
7649;0;0
7650;0;0
7651;0;0
7652;0;0
7653;0;0
7654;0;0
7655;0;0
7656;0;0
7657;0;0
7658;0;0
7659;0;0
7660;0;0
7661;0;0
7662;0;0
7663;0,006;0,001
7664;0,123;0,014
7665;0,326;0,036
7666;0,520;0,058
7667;0,651;0,072
7668;0,670;0,074
7669;0,538;0,060
7670;0,417;0,046
7671;0,218;0,024
7672;0,027;0,003
7673;0;0
7674;0;0
7675;0;0
7676;0;0
7677;0;0
7678;0;0
7679;0;0
7680;0;0
7681;0;0
7682;0;0
7683;0;0
7684;0;0
7685;0;0
7686;0;0
7687;0;0
7688;0,059;0,007
7689;0,152;0,017
7690;0,232;0,026
7691;0,305;0,034
7692;0,287;0,032
7693;0,250;0,028
7694;0,187;0,021
7695;0,100;0,011
7696;0,020;0,002
7697;0;0
7698;0;0
7699;0;0
7700;0;0
7701;0;0
7702;0;0
7703;0;0
7704;0;0
7705;0;0
7706;0;0
7707;0;0
7708;0;0
7709;0;0
7710;0;0
7711;0;0
7712;0,450;0,050
7713;1,301;0,145
7714;1,606;0,178
7715;1,341;0,149
7716;0,853;0,095
7717;0,716;0,080
7718;1,577;0,175
7719;0,427;0,047
7720;0,027;0,003
7721;0;0
7722;0;0
7723;0;0
7724;0;0
7725;0;0
7726;0;0
7727;0;0
7728;0;0
7729;0;0
7730;0;0
7731;0;0
7732;0;0
7733;0;0
7734;0;0
7735;0;0
7736;0,363;0,040
7737;0,855;0,095
7738;1,362;0,151
7739;1,936;0,215
7740;2,057;0,229
7741;1,737;0,193
7742;1,003;0,111
7743;0,483;0,054
7744;0,020;0,002
7745;0;0
7746;0;0
7747;0;0
7748;0;0
7749;0;0
7750;0;0
7751;0;0
7752;0;0
7753;0;0
7754;0;0
7755;0;0
7756;0;0
7757;0;0
7758;0;0
7759;0;0
7760;0,286;0,032
7761;0,739;0,082
7762;1,296;0,144
7763;1,829;0,203
7764;1,768;0,196
7765;1,310;0,146
7766;0,915;0,102
7767;0,355;0,039
7768;0,012;0,001
7769;0;0
7770;0;0
7771;0;0
7772;0;0
7773;0;0
7774;0;0
7775;0;0
7776;0;0
7777;0;0
7778;0;0
7779;0;0
7780;0;0
7781;0;0
7782;0;0
7783;0;0
7784;0,412;0,046
7785;1,458;0,162
7786;2,508;0,279
7787;3,283;0,365
7788;3,877;0,431
7789;3,642;0,405
7790;2,713;0,301
7791;1,587;0,176
7792;0,075;0,008
7793;0;0
7794;0;0
7795;0;0
7796;0;0
7797;0;0
7798;0;0
7799;0;0
7800;0;0
7801;0;0
7802;0;0
7803;0;0
7804;0;0
7805;0;0
7806;0;0
7807;0;0
7808;0,043;0,005
7809;0,117;0,013
7810;1,906;0,212
7811;2,629;0,292
7812;1,944;0,216
7813;1,394;0,155
7814;1,254;0,139
7815;1,246;0,138
7816;0,098;0,011
7817;0;0
7818;0;0
7819;0;0
7820;0;0
7821;0;0
7822;0;0
7823;0;0
7824;0;0
7825;0;0
7826;0;0
7827;0;0
7828;0;0
7829;0;0
7830;0;0
7831;0;0
7832;0,204;0,023
7833;0,593;0,066
7834;0,339;0,038
7835;0,320;0,036
7836;1,196;0,133
7837;2,489;0,277
7838;2,771;0,308
7839;1,505;0,167
7840;0,058;0,006
7841;0;0
7842;0;0
7843;0;0
7844;0;0
7845;0;0
7846;0;0
7847;0;0
7848;0;0
7849;0;0
7850;0;0
7851;0;0
7852;0;0
7853;0;0
7854;0;0
7855;0;0
7856;0,430;0,048
7857;1,657;0,184
7858;2,902;0,322
7859;3,745;0,416
7860;4,071;0,452
7861;3,870;0,430
7862;3,146;0,350
7863;1,924;0,214
7864;0,050;0,006
7865;0;0
7866;0;0
7867;0;0
7868;0;0
7869;0;0
7870;0;0
7871;0;0
7872;0;0
7873;0;0
7874;0;0
7875;0;0
7876;0;0
7877;0;0
7878;0;0
7879;0;0
7880;0,196;0,022
7881;0,587;0,065
7882;0,888;0,099
7883;1,084;0,120
7884;1,152;0,128
7885;1,013;0,113
7886;0,739;0,082
7887;0,396;0,044
7888;0,020;0,002
7889;0;0
7890;0;0
7891;0;0
7892;0;0
7893;0;0
7894;0;0
7895;0;0
7896;0;0
7897;0;0
7898;0;0
7899;0;0
7900;0;0
7901;0;0
7902;0;0
7903;0;0
7904;0,092;0,010
7905;0,434;0,048
7906;0,701;0,078
7907;0,856;0,095
7908;1,295;0,144
7909;1,030;0,114
7910;0,925;0,103
7911;0,601;0,067
7912;0,027;0,003
7913;0;0
7914;0;0
7915;0;0
7916;0;0
7917;0;0
7918;0;0
7919;0;0
7920;0;0
7921;0;0
7922;0;0
7923;0;0
7924;0;0
7925;0;0
7926;0;0
7927;0;0
7928;0,135;0,015
7929;0,408;0,045
7930;0,589;0,065
7931;0,882;0,098
7932;0,822;0,091
7933;0,646;0,072
7934;0,521;0,058
7935;0,259;0,029
7936;0,013;0,001
7937;0;0
7938;0;0
7939;0;0
7940;0;0
7941;0;0
7942;0;0
7943;0;0
7944;0;0
7945;0;0
7946;0;0
7947;0;0
7948;0;0
7949;0;0
7950;0;0
7951;0;0
7952;0,311;0,035
7953;1,852;0,206
7954;1,566;0,174
7955;1,647;0,183
7956;1,007;0,112
7957;1,321;0,147
7958;1,969;0,219
7959;1,015;0,113
7960;0,012;0,001
7961;0;0
7962;0;0
7963;0;0
7964;0;0
7965;0;0
7966;0;0
7967;0;0
7968;0;0
7969;0;0
7970;0;0
7971;0;0
7972;0;0
7973;0;0
7974;0;0
7975;0;0
7976;0,247;0,027
7977;0,757;0,084
7978;1,791;0,199
7979;2,744;0,305
7980;2,801;0,311
7981;1,564;0,174
7982;0,544;0,060
7983;0,084;0,009
7984;0,013;0,001
7985;0;0
7986;0;0
7987;0;0
7988;0;0
7989;0;0
7990;0;0
7991;0;0
7992;0;0
7993;0;0
7994;0;0
7995;0;0
7996;0;0
7997;0;0
7998;0;0
7999;0;0
8000;0,108;0,012
8001;0,375;0,042
8002;0,609;0,068
8003;0,742;0,082
8004;0,799;0,089
8005;0,702;0,078
8006;0,503;0,056
8007;0,327;0,036
8008;0,012;0,001
8009;0;0
8010;0;0
8011;0;0
8012;0;0
8013;0;0
8014;0;0
8015;0;0
8016;0;0
8017;0;0
8018;0;0
8019;0;0
8020;0;0
8021;0;0
8022;0;0
8023;0;0
8024;0,076;0,008
8025;0,127;0,014
8026;0,763;0,085
8027;2,276;0,253
8028;2,665;0,296
8029;3,623;0,403
8030;2,734;0,304
8031;0,994;0,110
8032;0,067;0,007
8033;0;0
8034;0;0
8035;0;0
8036;0;0
8037;0;0
8038;0;0
8039;0;0
8040;0;0
8041;0;0
8042;0;0
8043;0;0
8044;0;0
8045;0;0
8046;0;0
8047;0;0
8048;0,201;0,022
8049;0,918;0,102
8050;1,899;0,211
8051;2,017;0,224
8052;1,502;0,167
8053;0,939;0,104
8054;1,664;0,185
8055;0,421;0,047
8056;0,020;0,002
8057;0;0
8058;0;0
8059;0;0
8060;0;0
8061;0;0
8062;0;0
8063;0;0
8064;0;0
8065;0;0
8066;0;0
8067;0;0
8068;0;0
8069;0;0
8070;0;0
8071;0;0
8072;0,028;0,003
8073;0,283;0,031
8074;0,512;0,057
8075;0,659;0,073
8076;0,757;0,084
8077;0,628;0,070
8078;0,472;0,052
8079;0,255;0,028
8080;0,013;0,001
8081;0;0
8082;0;0
8083;0;0
8084;0;0
8085;0;0
8086;0;0
8087;0;0
8088;0;0
8089;0;0
8090;0;0
8091;0;0
8092;0;0
8093;0;0
8094;0;0
8095;0;0
8096;0,027;0,003
8097;0,171;0,019
8098;0,307;0,034
8099;0,390;0,043
8100;0,390;0,043
8101;0,334;0,037
8102;0,260;0,029
8103;0,135;0,015
8104;0,013;0,001
8105;0;0
8106;0;0
8107;0;0
8108;0;0
8109;0;0
8110;0;0
8111;0;0
8112;0;0
8113;0;0
