Hour;AC Production;DC to AC loss
8114;0;0
8115;0;0
8116;0;0
8117;0;0
8118;0;0
8119;0;0
8120;0,102;0,011
8121;1,026;0,114
8122;2,039;0,227
8123;3,053;0,339
8124;3,365;0,374
8125;3,090;0,343
8126;2,497;0,277
8127;1,438;0,160
8128;0,035;0,004
8129;0;0
8130;0;0
8131;0;0
8132;0;0
8133;0;0
8134;0;0
8135;0;0
8136;0;0
8137;0;0
8138;0;0
8139;0;0
8140;0;0
8141;0;0
8142;0;0
8143;0;0
8144;0,020;0,002
8145;0,217;0,024
8146;0,394;0,044
8147;0,500;0,056
8148;0,538;0,060
8149;0,461;0,051
8150;0,337;0,037
8151;0,163;0,018
8152;0,006;0,001
8153;0;0
8154;0;0
8155;0;0
8156;0;0
8157;0;0
8158;0;0
8159;0;0
8160;0;0
8161;0;0
8162;0;0
8163;0;0
8164;0;0
8165;0;0
8166;0;0
8167;0;0
8168;0,027;0,003
8169;0,179;0,020
8170;0,307;0,034
8171;0,419;0,047
8172;0,409;0,045
8173;0,343;0,038
8174;0,251;0,028
8175;0,126;0,014
8176;0,013;0,001
8177;0;0
8178;0;0
8179;0;0
8180;0;0
8181;0;0
8182;0;0
8183;0;0
8184;0;0
8185;0;0
8186;0;0
8187;0;0
8188;0;0
8189;0;0
8190;0;0
8191;0;0
8192;0,020;0,002
8193;0,250;0,028
8194;0,445;0,049
8195;0,530;0,059
8196;0,616;0,068
8197;0,606;0,067
8198;0,407;0,045
8199;0,196;0,022
8200;0,006;0,001
8201;0;0
8202;0;0
8203;0;0
8204;0;0
8205;0;0
8206;0;0
8207;0;0
8208;0;0
8209;0;0
8210;0;0
8211;0;0
8212;0;0
8213;0;0
8214;0;0
8215;0;0
8216;0,109;0,012
8217;1,011;0,112
8218;1,740;0,193
8219;2,458;0,273
8220;2,693;0,299
8221;2,025;0,225
8222;1,828;0,203
8223;1,079;0,120
8224;0,012;0,001
8225;0;0
8226;0;0
8227;0;0
8228;0;0
8229;0;0
8230;0;0
8231;0;0
8232;0;0
8233;0;0
8234;0;0
8235;0;0
8236;0;0
8237;0;0
8238;0;0
8239;0;0
8240;0,092;0,010
8241;0,867;0,096
8242;1,677;0,186
8243;2,331;0,259
8244;2,478;0,275
8245;2,342;0,260
8246;1,774;0,197
8247;0,943;0,105
8248;0,012;0,001
8249;0;0
8250;0;0
8251;0;0
8252;0;0
8253;0;0
8254;0;0
8255;0;0
8256;0;0
8257;0;0
8258;0;0
8259;0;0
8260;0;0
8261;0;0
8262;0;0
8263;0;0
8264;0,075;0,008
8265;0,776;0,086
8266;1,454;0,162
8267;1,991;0,221
8268;2,216;0,246
8269;2,552;0,284
8270;2,068;0,230
8271;1,355;0,151
8272;0,050;0,006
8273;0;0
8274;0;0
8275;0;0
8276;0;0
8277;0;0
8278;0;0
8279;0;0
8280;0;0
8281;0;0
8282;0;0
8283;0;0
8284;0;0
8285;0;0
8286;0;0
8287;0;0
8288;0,027;0,003
8289;0,379;0,042
8290;0,685;0,076
8291;0,878;0,098
8292;0,946;0,105
8293;0,838;0,093
8294;0,605;0,067
8295;0,304;0,034
8296;0,012;0,001
8297;0;0
8298;0;0
8299;0;0
8300;0;0
8301;0;0
8302;0;0
8303;0;0
8304;0;0
8305;0;0
8306;0;0
8307;0;0
8308;0;0
8309;0;0
8310;0;0
8311;0;0
8312;0,067;0,007
8313;0,650;0,072
8314;0,665;0,074
8315;1,222;0,136
8316;2,307;0,256
8317;1,824;0,203
8318;1,016;0,113
8319;0,186;0,021
8320;0,020;0,002
8321;0;0
8322;0;0
8323;0;0
8324;0;0
8325;0;0
8326;0;0
8327;0;0
8328;0;0
8329;0;0
8330;0;0
8331;0;0
8332;0;0
8333;0;0
8334;0;0
8335;0;0
8336;0,020;0,002
8337;0,527;0,059
8338;0,841;0,093
8339;1,829;0,203
8340;2,038;0,226
8341;2,573;0,286
8342;2,788;0,310
8343;1,580;0,176
8344;0,066;0,007
8345;0;0
8346;0;0
8347;0;0
8348;0;0
8349;0;0
8350;0;0
8351;0;0
8352;0;0
8353;0;0
8354;0;0
8355;0;0
8356;0;0
8357;0;0
8358;0;0
8359;0;0
8360;0,027;0,003
8361;0,744;0,083
8362;1,620;0,180
8363;1,193;0,133
8364;2,223;0,247
8365;1,787;0,199
8366;2,435;0,271
8367;1,428;0,159
8368;0,020;0,002
8369;0;0
8370;0;0
8371;0;0
8372;0;0
8373;0;0
8374;0;0
8375;0;0
8376;0;0
8377;0;0
8378;0;0
8379;0;0
8380;0;0
8381;0;0
8382;0;0
8383;0;0
8384;0,013;0,001
8385;0,084;0,009
8386;0,161;0,018
8387;0,215;0,024
8388;0,233;0,026
8389;2,282;0,254
8390;1,723;0,191
8391;0,907;0,101
8392;0,020;0,002
8393;0;0
8394;0;0
8395;0;0
8396;0;0
8397;0;0
8398;0;0
8399;0;0
8400;0;0
8401;0;0
8402;0;0
8403;0;0
8404;0;0
8405;0;0
8406;0;0
8407;0;0
8408;0,043;0,005
8409;0,698;0,078
8410;1,118;0,124
8411;1,521;0,169
8412;1,886;0,210
8413;1,653;0,184
8414;1,142;0,127
8415;0,556;0,062
8416;0,013;0,001
8417;0;0
8418;0;0
8419;0;0
8420;0;0
8421;0;0
8422;0;0
8423;0;0
8424;0;0
8425;0;0
8426;0;0
8427;0;0
8428;0;0
8429;0;0
8430;0;0
8431;0;0
8432;0,012;0,001
8433;0,267;0,030
8434;0,669;0,074
8435;1,245;0,138
8436;0,965;0,107
8437;0,780;0,087
8438;0,646;0,072
8439;0,319;0,035
8440;0,019;0,002
8441;0;0
8442;0;0
8443;0;0
8444;0;0
8445;0;0
8446;0;0
8447;0;0
8448;0;0
8449;0;0
8450;0;0
8451;0;0
8452;0;0
8453;0;0
8454;0;0
8455;0;0
8456;0,013;0,001
8457;0,796;0,088
8458;1,687;0,187
8459;1,416;0,157
8460;1,480;0,164
8461;0,754;0,084
8462;0,688;0,076
8463;1,067;0,119
8464;0,050;0,006
8465;0;0
8466;0;0
8467;0;0
8468;0;0
8469;0;0
8470;0;0
8471;0;0
8472;0;0
8473;0;0
8474;0;0
8475;0;0
8476;0;0
8477;0;0
8478;0;0
8479;0;0
8480;0,027;0,003
8481;0,431;0,048
8482;0,800;0,089
8483;1,107;0,123
8484;1,173;0,130
8485;1,047;0,116
8486;0,718;0,080
8487;0,344;0,038
8488;0,012;0,001
8489;0;0
8490;0;0
8491;0;0
8492;0;0
8493;0;0
8494;0;0
8495;0;0
8496;0;0
8497;0;0
8498;0;0
8499;0;0
8500;0;0
8501;0;0
8502;0;0
8503;0;0
8504;0,027;0,003
8505;0,505;0,056
8506;1,039;0,115
8507;1,468;0,163
8508;1,570;0,174
8509;1,395;0,155
8510;0,975;0,108
8511;0,442;0,049
8512;0,012;0,001
8513;0;0
8514;0;0
8515;0;0
8516;0;0
8517;0;0
8518;0;0
8519;0;0
8520;0;0
8521;0;0
8522;0;0
8523;0;0
8524;0;0
8525;0;0
8526;0;0
8527;0;0
8528;0,013;0,001
8529;0,691;0,077
8530;1,386;0,154
8531;3,059;0,340
8532;1,683;0,187
8533;0,213;0,024
8534;0,464;0,052
8535;0,646;0,072
8536;0,035;0,004
8537;0;0
8538;0;0
8539;0;0
8540;0;0
8541;0;0
8542;0;0
8543;0;0
8544;0;0
8545;0;0
8546;0;0
8547;0;0
8548;0;0
8549;0;0
8550;0;0
8551;0;0
8552;0,059;0,007
8553;0,894;0,099
8554;1,831;0,203
8555;2,590;0,288
8556;1,884;0,209
8557;1,251;0,139
8558;0,923;0,103
8559;0,631;0,070
8560;0,013;0,001
8561;0;0
8562;0;0
8563;0;0
8564;0;0
8565;0;0
8566;0;0
8567;0;0
8568;0;0
8569;0;0
8570;0;0
8571;0;0
8572;0;0
8573;0;0
8574;0;0
8575;0;0
8576;0,013;0,001
8577;0,734;0,082
8578;1,057;0,117
8579;1,609;0,179
8580;1,485;0,165
8581;1,344;0,149
8582;1,090;0,121
8583;0,473;0,053
8584;0,035;0,004
8585;0;0
8586;0;0
8587;0;0
8588;0;0
8589;0;0
8590;0;0
8591;0;0
8592;0;0
8593;0;0
8594;0;0
8595;0;0
8596;0;0
8597;0;0
8598;0;0
8599;0;0
8600;0,020;0,002
8601;0,563;0,063
8602;1,262;0,140
8603;1,664;0,185
8604;1,760;0,196
8605;1,519;0,169
8606;1,030;0,114
8607;0,488;0,054
8608;0,013;0,001
8609;0;0
8610;0;0
8611;0;0
8612;0;0
8613;0;0
8614;0;0
8615;0;0
8616;0;0
8617;0;0
8618;0;0
8619;0;0
8620;0;0
8621;0;0
8622;0;0
8623;0;0
8624;0,013;0,001
8625;0,456;0,051
8626;0,770;0,086
8627;0,284;0,032
8628;0,246;0,027
8629;2,460;0,273
8630;2,490;0,277
8631;1,421;0,158
8632;0,035;0,004
8633;0;0
8634;0;0
8635;0;0
8636;0;0
8637;0;0
8638;0;0
8639;0;0
8640;0;0
8641;0;0
8642;0;0
8643;0;0
8644;0;0
8645;0;0
8646;0;0
8647;0;0
8648;0,013;0,001
8649;0,672;0,075
8650;1,274;0,142
8651;1,171;0,130
8652;2,286;0,254
8653;1,524;0,169
8654;0,683;0,076
8655;0,094;0,010
8656;0,036;0,004
8657;0;0
8658;0;0
8659;0;0
8660;0;0
8661;0;0
8662;0;0
8663;0;0
8664;0;0
8665;0;0
8666;0;0
8667;0;0
8668;0;0
8669;0;0
8670;0;0
8671;0;0
8672;0,013;0,001
8673;0,351;0,039
8674;0,465;0,052
8675;0,929;0,103
8676;1,245;0,138
8677;1,685;0,187
8678;2,054;0,228
8679;1,518;0,169
8680;0,076;0,008
8681;0;0
8682;0;0
8683;0;0
8684;0;0
8685;0;0
8686;0;0
8687;0;0
8688;0;0
8689;0;0
8690;0;0
8691;0;0
8692;0;0
8693;0;0
8694;0;0
8695;0;0
8696;0,051;0,006
8697;0,793;0,088
8698;1,943;0,216
8699;2,988;0,332
8700;2,243;0,249
8701;1,548;0,172
8702;0,571;0,063
8703;0,092;0,010
8704;0,013;0,001
8705;0;0
8706;0;0
8707;0;0
8708;0;0
8709;0;0
8710;0;0
8711;0;0
8712;0;0
8713;0;0
8714;0;0
8715;0;0
8716;0;0
8717;0;0
8718;0;0
8719;0;0
8720;0,036;0,004
8721;0,817;0,091
8722;1,997;0,222
8723;2,844;0,316
8724;3,311;0,368
8725;3,256;0,362
8726;2,628;0,292
8727;1,584;0,176
8728;0,043;0,005
8729;0;0
8730;0;0
8731;0;0
8732;0;0
8733;0;0
8734;0;0
8735;0;0
8736;0;0
8737;0;0
8738;0;0
8739;0;0
8740;0;0
8741;0;0
8742;0;0
8743;0;0
8744;0,013;0,001
8745;0,556;0,062
8746;1,227;0,136
8747;1,336;0,148
8748;1,551;0,172
8749;1,343;0,149
8750;0,938;0,104
8751;0,643;0,071
8752;0,020;0,002
8753;0;0
8754;0;0
8755;0;0
8756;0;0
8757;0;0
8758;0;0
8759;0;0
